Index,product,category,sale_price,market_price,type,rating
862,Expert International Italian Mushroom Soup Model,Snacks & Branded Foods, 58.50, 65.00,Soups,4.2
863,"Pro Plates - Marine Fish, Medium Edition","Kitchen, Garden & Pets", 929.00," 1,272.00",Glassware,4.0
864,Fusion Pumpkin - Organically Grown Selection,Fruits & Vegetables, 28.00, 35.00,Organic Vegetables,3.919943820224719
865,Fusion Baby Wipes - Gentle Range,Baby Care, 44.00, 44.00,Baby Wipes,4.3
866,Fusion Face Scrub De Tan With Walnut Granules Line,Beauty & Hygiene, 226.00, 350.00,Face & Body,2.0
867,Artisan Hazelnut Kernel Series,Gourmet & World Food, 153.00, 170.00,"Baking, Cake Decorations",3.919943820224719
868,Pro Mutton Delicate Chops Model,"Eggs, Meat & Fish", 550.00, 550.00,Frozen Mutton,3.919943820224719
869,Fusion Snail Moisture Mask Sheet Edition,Beauty & Hygiene, 180.00, 180.00,Face Care,3.919943820224719
870,Advanced Nutri-licious Masala Veg Atta Noodles - Pouch Premium Pack,Snacks & Branded Foods, 80.88, 94.00,Instant Noodles,4.2
871,Essential Masala - Mumbai Bhaji Pav Selection,"Foodgrains, Oil & Masala", 35.00, 35.00,Blended Masalas,4.4
872,Artisan Squash - Sarasaparilla/Nannari/Sugandhi Root Style,Beverages, 140.00, 140.00,Syrups & Concentrates,2.5
873,Signature Pure Country Jaggery/Bella Powder Selection,"Foodgrains, Oil & Masala", 97.00, 97.00,Sugar & Jaggery,3.9
874,"Essential Steel Storage/Lunch Container - No.21, Pink, Klip It Model","Kitchen, Garden & Pets", 129.00, 199.00,Steel Storage Containers,2.8
875,"Signature Sanitary Pads - XL Plus Wings, Ultra Selection",Beauty & Hygiene, 156.75, 170.00,Sanitary Napkins,4.3
876,Pro Herbal Peptide + Hyaluronic 4% Firming Serum - Complete Age Control Concentrate Range,Beauty & Hygiene," 1,530.00"," 1,800.00",Face Care,3.919943820224719
877,Advanced Agar Agar Vegetarian Gelatin Style,Gourmet & World Food, 449.00, 449.00,"Baking, Cake Decorations",3.5
878,Artisan Green Tea - Jasmine Bundle,Beverages, 166.00, 195.00,Green Tea,3.9
879,Fusion Sapphire Storage Container - Assorted Colour Range,Cleaning & Household, 249.00, 301.00,"Laundry, Storage Baskets",3.919943820224719
880,Elite Secondary Class Students - Online Learning Collection,Cleaning & Household, 249.00, 256.00,"Notebooks, Files, Folders",3.919943820224719
881,"Signature Apple - Green, Premium Style",Fruits & Vegetables, 145.00, 181.25,Apples & Pomegranate,3.919943820224719
882,Max 3-In-1 Conditioning Shampoo Selection,Beauty & Hygiene, 225.00, 225.00,Shampoo & Conditioner,4.5
883,Expert Makhana - Himalayan Salt & Pepper Range,Gourmet & World Food, 79.00, 79.00,"Healthy, Baked Snacks",3.919943820224719
884,Artisan Gold Flash - Mosquito Repellent Combo Machine & Refill Edition,Cleaning & Household, 160.20, 178.00,Mosquito Repellent,4.2
885,New Generation Maharasnadi Kwath Edition,Beauty & Hygiene, 175.00, 175.00,Ayurveda,3.919943820224719
886,Max Aloe Face Wash Gel Model,Beauty & Hygiene, 108.00, 120.00,Face Care,3.8
887,"Signature Energy Bars - Berry, 4+ Years, 100% Natural & Healthy Style",Snacks & Branded Foods, 700.00, 700.00,Chocolates,3.8
888,Essential Hot & Cold Jug - Thermo Tuff Edition,"Kitchen, Garden & Pets", 349.00, 435.00,"Cups, Mugs & Tumblers",3.919943820224719
889,Fusion PP Apple Belt Edition,Gourmet & World Food, 30.00, 30.00,"Marshmallow, Candy, Jelly",5.0
890,Fusion Shade Revive Plant Based Liquid Laundry Detergent Set,Cleaning & Household, 262.65, 309.00,"Detergent Powder, Liquid",3.919943820224719
891,Artisan Sensual - Handmade Jasmine Bathing Bar With Natural Chunks Range,Beauty & Hygiene, 199.00, 199.00,Bathing Bars & Soaps,2.0
892,Max El Paso Deodorant Series,Beauty & Hygiene, 150.00, 250.00,Men's Deodorants,4.7
893,Pro Complete Detergent Washing Powder Bundle,Cleaning & Household, 280.00, 280.00,"Detergent Powder, Liquid",4.4
894,Artisan Classic Chicken Delite Soup Premium Pack,Snacks & Branded Foods, 49.50, 55.00,Soups,4.3
895,Max Kitchen Cloth - Big Premium Pack,Cleaning & Household, 99.00, 99.00,Dust Cloth & Wipes,2.0
896,Pro Sugar Free Butter Cookies Selection,Snacks & Branded Foods, 34.00, 40.00,Cookies,4.2
897,Expert Chef Curated Marinade Pahadi Set,"Foodgrains, Oil & Masala", 120.00, 120.00,Blended Masalas,5.0
898,Advanced Pro 4 Shaving Razor for Men - Blade + Handle + Cap Set,Beauty & Hygiene, 299.00, 299.00,Shaving Care,3.919943820224719
899,Signature Curcumin Imbued Honey Selection,Gourmet & World Food, 499.00, 499.00,Honey & Maple Syrup,4.6
900,New Generation Flakes - Ragi Premium Pack,Snacks & Branded Foods, 60.00, 60.00,Kids Cereal,4.3
901,Signature Sports Sunscreen Lotion SPF 50 Premium Pack,Beauty & Hygiene, 247.00, 380.00,Face Care,3.7
902,Elite Tea - Masala Vasala Line,Gourmet & World Food, 449.00, 449.00,Gourmet Tea & Tea Bags,3.919943820224719
903,"Fusion Diabetic Care - Apple Cider Vinegar Blended With Bermuda Grass, Guava Leaf Juice & Honey Collection",Gourmet & World Food, 449.10, 499.00,Balsamic & Cider Vinegar,5.0
904,Essential Papaya & Apricot Anti Tan Scrub Edition,Beauty & Hygiene, 208.00, 260.00,Face Care,3.7
905,Pro Pasta - Orecchiette Premium Pack,Gourmet & World Food, 325.00, 325.00,Pastas & Spaghetti,3.919943820224719
906,Elite Bio Green - Apple Fresh Daily Purifying Shampoo & Conditioner Style,Beauty & Hygiene, 74.25, 99.00,Shampoo & Conditioner,4.3
907,Signature Olive Pomace Oil Selection,Gourmet & World Food," 2,800.00"," 2,800.00","Pure, Pomace Olive Oil",2.5
908,New Generation Green Stuffed Hot Pepper Pickle Line,Gourmet & World Food, 250.00, 250.00,"Jams, Marmalade, Spreads",3.919943820224719
909,Ultimate Organic Basmati Rice/Basmati Akki - White Model,"Foodgrains, Oil & Masala", 237.50, 250.00,"Organic Rice, Other Rice",3.8
910,Signature UV Away Moist Jumbo Sun Block Range,Beauty & Hygiene," 1,200.00"," 1,200.00",Face Care,4.5
911,"Max LED Bulb - 12 Watt, Cool White, B22 Style","Kitchen, Garden & Pets", 149.00, 269.00,CFL & Led Bulbs,3.3
912,New Generation Crunchy Cinnamon Almond Butter Premium Pack,Gourmet & World Food, 389.00, 389.00,Butter & Cream,3.2
913,Pro MaxFresh Pink Spicy Fresh Gel Toothpaste - Rajasthan Royals Special Edition Pack Selection,Beauty & Hygiene, 89.25, 105.00,Toothpaste,3.919943820224719
914,Max Elegance Deodorant - For Men Line,Beauty & Hygiene, 159.20, 199.00,Men's Deodorants,3.9
915,New Generation Natural Baby Wash Range,Baby Care, 149.00, 149.00,Baby Bath,3.919943820224719
916,Ultimate Bajra Pearls - Roasted Style,Gourmet & World Food, 89.00, 89.00,"Healthy, Baked Snacks",3.919943820224719
917,Fusion Tamarind/Hunisehannu Bundle,"Foodgrains, Oil & Masala", 65.00, 65.00,Whole Spices,3.9
918,Signature Kitchen Towel Paper Reusable Tissue Washable Style,Cleaning & Household, 180.00, 180.00,Kitchen Rolls,3.8
919,Advanced Organic Bisibelebath Mix - Kodo Millet Line,Snacks & Branded Foods, 115.00, 115.00,Breakfast & Snack Mixes,3.919943820224719
920,Expert Wisal Dhabab Perfume Deodorant For Men Line,Beauty & Hygiene, 225.00, 299.00,Men's Deodorants,3.8
921,Ultimate Palakkad Red Matta Boiled Rice - Unda Style,"Foodgrains, Oil & Masala", 242.00, 350.00,Boiled & Steam Rice,3.919943820224719
922,Pro Olive Vegetable Oil Selection,Beauty & Hygiene, 156.75, 165.00,Aromatherapy,3.919943820224719
923,Advanced Hearts & Kisses For Women Model,Beauty & Hygiene, 419.30, 599.00,Eau De Toilette,3.6
924,Ultimate Chocos - Moons & Stars Premium Pack,Snacks & Branded Foods, 175.00, 175.00,Kids Cereal,4.2
925,Elite Instant Diet Popcorn - Contains Olive Oil Range,Snacks & Branded Foods, 10.00, 10.00,Chips & Corn Snacks,3.9
926,Advanced Ultra Mosquito Repellant Refill - Floral Fragrance Range,Cleaning & Household, 72.00, 72.00,Air Freshener,4.2
927,New Generation Con Con Corn Chips - BBQ Style,Gourmet & World Food, 120.00, 120.00,"Healthy, Baked Snacks",3.919943820224719
928,Advanced Disinfectant Surface Sanitizer Bundle,Cleaning & Household, 71.10, 79.00,Disinfectant Spray & Cleaners,3.6
929,Fusion Surekha Boiled Rice Series,"Foodgrains, Oil & Masala", 228.00, 300.00,Boiled & Steam Rice,3.919943820224719
930,Ultimate Peri Peri Masala Line,"Foodgrains, Oil & Masala", 42.24, 48.00,Blended Masalas,3.9
931,New Generation Haldi Drops Set,Beauty & Hygiene, 190.00, 190.00,Ayurveda,3.919943820224719
932,Pro Pasta - 37B Penne Rigate Model,Gourmet & World Food, 92.00, 115.00,Extra Virgin Olive Oil,2.0
933,Artisan Asafoetida Powder Set,"Foodgrains, Oil & Masala", 160.00, 160.00,Powdered Spices,4.2
934,Fusion Face Wash - Blush & Glow Strawberry Gel Series,Beauty & Hygiene, 153.75, 205.00,Face Care,4.3
935,Essential Blueberry Almond Crisps Style,Gourmet & World Food, 225.00, 225.00,"Healthy, Baked Snacks",3.919943820224719
936,"Signature Toothpaste - Whitening, Cavity Protection, 150 G Edition",Beauty & Hygiene, 85.00, 100.00,Toothpaste,4.2
937,"Essential Bathing/Cleaning Bucket - With Plastic Handle, Mango Yellow, L1145PH-LT MY Bundle",Cleaning & Household, 249.00, 408.00,Buckets & Mugs,4.4
938,Artisan Organic Puttu - Pearl Millet Premium Pack,Snacks & Branded Foods, 68.00, 68.00,Breakfast & Snack Mixes,2.3
939,Advanced Muesli - Gluten Free Set,Gourmet & World Food, 790.00, 790.00,Muesli & Rice Cakes,3.919943820224719
940,Elite Organic Powder - Red Chilly Bundle,"Foodgrains, Oil & Masala", 52.25, 55.00,Organic Masalas & Spices,4.1
941,Essential Thyme Edition,"Foodgrains, Oil & Masala", 79.00, 109.00,Herbs & Seasoning,3.919943820224719
942,"Pro Steel Deep Dabba/Storage Container - No. 14, Plain Collection","Kitchen, Garden & Pets", 329.00, 459.00,Steel Storage Containers,3.919943820224719
943,"Fusion Coco Oval Basket With Lid - Medium, Assorted Colour Edition",Cleaning & Household, 159.00, 182.00,"Laundry, Storage Baskets",3.919943820224719
944,New Generation Aluminium Induction Base Flat Bottom Patila Tope Pot - Silver Style,"Kitchen, Garden & Pets", 399.00, 599.00,Tawa & Sauce Pan,3.919943820224719
945,"New Generation Ultra-Fresh Fairness Face Wash With Milk, Licorice, Saffron Selection",Beauty & Hygiene, 12.75, 15.00,Face Care,2.3
946,New Generation Pickle - Prawn Selection,"Eggs, Meat & Fish", 225.00, 225.00,Canned Seafood,3.919943820224719
947,Expert Stand & Pee Reusable Portable Urination Funnel For Women Set,Beauty & Hygiene, 225.50, 275.00,Intimate Wash & Care,2.0
948,Max Original Scent - Dry Skin Moisturiser With Cherry Almond Essence Bundle,Beauty & Hygiene, 449.10, 499.00,Body Care,4.3
949,Max Cookies-Choco Ripple Cookies Edition,Snacks & Branded Foods, 36.00, 40.00,Cookies,4.2
950,"New Generation Executive Lunch Box - Small, T Blue Style","Kitchen, Garden & Pets", 390.00, 390.00,Lunch Boxes,3.5
951,Expert Room Freshener - Soul Blossom Jasmine Line,Cleaning & Household, 149.00, 149.00,Air Freshener,4.3
952,Elite Sauce - Chilli Model,Gourmet & World Food, 200.00, 200.00,Salad Dressings,5.0
953,"Advanced Copper Water Fliptop Bottle - Hammered, Plain Selection","Kitchen, Garden & Pets", 549.00," 1,299.00",Copper Utensils,2.3
954,Max Himalayan Raw Apple Cider Vinegar Model,Snacks & Branded Foods, 296.00, 370.00,Vinegar,4.2
955,"Expert Toothbrush - 360 Degree Flosstip, Soft Set",Beauty & Hygiene, 142.50, 190.00,Toothbrush,3.9
956,Fusion Purifying Neem Face Wash Collection,Beauty & Hygiene, 63.00, 63.00,Face Care,3.9
957,Essential Opalware Classique 2 Dinner Set - Mystrio Black Line,"Kitchen, Garden & Pets"," 2,379.00"," 3,395.00",Dinner Sets,3.3
958,Essential Black Sliced Olives Premium Pack,Gourmet & World Food, 180.00, 200.00,"Olive, Jalapeno, Gherkin",3.8
959,Fusion Diatrin Tablets - Controls Sugar Naturally Collection,Beauty & Hygiene, 65.00, 65.00,Ayurveda,3.919943820224719
960,"Max Hangable Dress Shaped Hand/Basin Towel - Cream, Bh-038 Crm Selection",Beauty & Hygiene, 209.00, 260.00,Bathing Accessories,3.919943820224719
961,Elite 6 Oil Nourish Conditioner Style,Beauty & Hygiene, 159.00, 199.00,Shampoo & Conditioner,4.3
962,"Advanced Stainless Steel  Induction Compatible Pressure Cooker - Silver, HSS10 Bundle","Kitchen, Garden & Pets"," 5,320.00"," 5,600.00",Pressure Cookers,3.919943820224719
963,"Elite Chips - Potato, Masala Model",Snacks & Branded Foods, 45.00, 45.00,Chips & Corn Snacks,3.4
964,Pro Dates Powder - Natural Sweetener Collection,Baby Care, 300.00, 300.00,Organic Baby Food,4.6
965,New Generation Coconut Scraper - Sleek Model,"Kitchen, Garden & Pets", 199.00, 225.00,Choppers & Graters,3.5
966,Max Infant Formula Baby Food Powder - Stage 1 Series,Baby Care, 715.00, 715.00,Infant Formula,4.5
967,Max Organic - Whole Wheat Ajwain Jaggery Teething Sticks Premium Pack,Baby Care, 175.00, 175.00,Organic Baby Food,3.9
968,Advanced Pre Shave Foam - Classic Lemon Lime Bundle,Beauty & Hygiene, 195.02, 199.00,Shaving Care,4.2
969,Elite Onion - Organically Grown Set,Fruits & Vegetables, 35.00, 43.75,Organic Vegetables,3.919943820224719
970,Advanced Cheese Spread - Asli Pepper Line,"Bakery, Cakes & Dairy", 101.25, 135.00,Cheese,4.0
971,Fusion Lollygum Style,Snacks & Branded Foods, 99.00, 125.00,"Toffee, Candy & Lollypop",3.7
972,Pro Pet Selo Container Set - Silver Range,"Kitchen, Garden & Pets", 279.00, 362.00,Containers Sets,3.6
973,Pro Amritsari Marinade Series,"Foodgrains, Oil & Masala", 51.75, 69.00,Herbs & Seasoning,1.0
974,Signature Sriracha Hot Chilli Sauce Edition,Gourmet & World Food, 180.00, 180.00,Thai & Asian Sauces,4.0
975,Max Brightening Booster Orange Shower Gel Edition,Beauty & Hygiene, 299.00, 299.00,Shower Gel & Body Wash,3.0
976,Ultimate Icecream Mix- Chocolate Collection,Gourmet & World Food, 43.20, 48.00,"Baking, Cake Decorations",4.2
977,Advanced Spices - Whole White Pepper Edition,Gourmet & World Food, 250.00, 250.00,"Herbs, Seasonings & Rubs",3.0
978,Essential Comb - Derby Deluxe No 61 Bundle,Beauty & Hygiene, 40.00, 40.00,Tools & Accessories,4.0
979,Ultimate Scissors - Stylish Cut Premium Pack,Cleaning & Household, 220.00, 220.00,"Scissor, Glue & Tape",3.3
980,Max Sylvana Shot Glass Tumbler Edition,"Kitchen, Garden & Pets", 359.00, 438.00,Glassware,3.4
981,"Advanced Padded Lead - 1 inch, Blue Colour Edition","Kitchen, Garden & Pets", 730.00, 730.00,Pet Collars & Leashes,3.919943820224719
982,Ultimate Pimple Clear & Germ Removal Face Wash Set,Beauty & Hygiene, 186.00, 249.00,Face Care,4.4
983,Ultimate Organic Peanut Flax Chutney - Spicy Podi Flavour Premium Pack,Snacks & Branded Foods, 120.00, 130.00,Chutney Powder,3.7
984,Artisan Manuka Honey Multifloral Model,Gourmet & World Food," 1,999.00"," 1,999.00",Honey & Maple Syrup,3.919943820224719
985,Advanced Everfresh Morning Rose Dew Gel Blocks Range,Cleaning & Household, 59.00, 65.00,Air Freshener,3.7
986,Artisan Organic Tamarind/Hunisehannu Set,"Foodgrains, Oil & Masala", 239.00, 339.00,Organic Masalas & Spices,3.919943820224719
987,"Essential Muffin - Rich Chocolate, Whole Wheat (Eggless) Edition","Bakery, Cakes & Dairy", 289.00, 289.00,Muffins & Cup Cakes,4.3
988,Fusion Cheesy Corn Triangles Edition,Snacks & Branded Foods, 152.00, 160.00,Frozen Veg Snacks,3.7
989,Fusion Rejuvenating Cucumber & Aloe Vera Face Pack For Skin Edition,Beauty & Hygiene, 171.00, 180.00,Face Care,4.5
990,Elite Opalware Ivory Multiutility Bowl Set - Autumn Shadow Selection,"Kitchen, Garden & Pets", 225.00, 225.00,Plates & Bowls,3.919943820224719
991,Elite Cheese Crunchy Layered Crackers Selection,"Bakery, Cakes & Dairy", 140.00, 150.00,"Bakery Biscuits, Cookies",4.5
992,Pro Kitchen & Household Daily Cleaning - Reusable Cloth Collection,Cleaning & Household, 151.20, 180.00,Dust Cloth & Wipes,3.0
993,Signature Glass Water/Juice Tumbler - Summer Range,"Kitchen, Garden & Pets", 439.00, 485.00,Glassware,3.5
994,Essential Pearl Whitening Peel Off Mask Set,Beauty & Hygiene, 144.00, 180.00,Face Care,3.0
995,Advanced Plastic Watering Can - Green Bundle,"Kitchen, Garden & Pets", 599.00, 599.00,Gardening Tools,3.8
996,Artisan Lemon Grass Bundle,Fruits & Vegetables, 10.00, 12.50,Indian & Exotic Herbs,3.919943820224719
997,Essential Professional Salon Series Platinum Silver Facial Kit Style,Beauty & Hygiene," 1,120.00"," 1,600.00",Face Care,5.0
998,Signature Medium Prawns Selection,Snacks & Branded Foods, 225.00, 250.00,Frozen Non-Veg Snacks,3.9
999,"Max Stainless Steel Spices Bottle/Holder - Silver, BB 543 Series","Kitchen, Garden & Pets", 389.00, 809.00,Racks & Holders,3.919943820224719
1000,Ultimate Organic - Chana Masala Collection,"Foodgrains, Oil & Masala", 65.00, 65.00,Organic Masalas & Spices,4.5
1001,"Max Body Bath Loofah/Sponge/Scrubber - Double Loop Hangable - Grey, BH011GRY Style","Kitchen, Garden & Pets", 219.00, 219.00,Kitchen Tools & Other Accessories,3.919943820224719
1002,New Generation Fibre Rich Muesli For Breakfast + Cranberry Blueberry Muesli Fibre (each 1kg) Range,Gourmet & World Food, 988.00," 1,190.00",Muesli & Rice Cakes,3.919943820224719
1003,Expert Immunity Booster Natural Remedial Drink Premium Pack,Gourmet & World Food, 395.00, 395.00,"Curry Paste, Coconut Milk",3.919943820224719
1004,"Artisan Copper Bottle - Matt Finish, Duke, BBCB03 Range","Kitchen, Garden & Pets", 649.00," 1,299.00",Copper Utensils,3.2
1005,Ultimate Syrup Selection,Gourmet & World Food, 200.00, 200.00,"Chocolate, Peanut Spread",5.0
1006,Essential Microfiber Multipurpose Cloth Set,Cleaning & Household, 140.00, 140.00,Dust Cloth & Wipes,4.1
1007,Essential Paste - Ginger & Garlic Series,"Foodgrains, Oil & Masala", 68.25, 75.00,Cooking Pastes,4.2
1008,Elite Sugar/Sakkare - Refined Collection,"Foodgrains, Oil & Masala", 234.00, 295.00,Sugar & Jaggery,4.1
1009,Essential Namkeen - Lite Chiwda Set,Snacks & Branded Foods, 10.00, 10.00,Namkeen & Savoury Snacks,4.1
1010,Expert Men Expert White Activ Intensive Whitening Foam Line,Beauty & Hygiene, 499.00, 499.00,Face & Body,3.0
1011,Advanced Shai Mix Model,"Foodgrains, Oil & Masala", 131.75, 155.00,Mukhwas,3.919943820224719
1012,Advanced Menthol Cool 500 ml + Laundry San- Fresh Linen 480 ml Series,Cleaning & Household, 309.60, 363.00,Disinfectant Spray & Cleaners,3.919943820224719
1013,Expert Daily Face Care Lotion Oil Balance - Combination To Normal Skin Line,Beauty & Hygiene, 117.00, 130.00,Face Care,4.4
1014,Essential Nano Sun Block Sun Protective Cream Spf 60 Model,Beauty & Hygiene, 455.00, 455.00,Face Care,5.0
1015,Fusion Women Well Being Capsules Model,Beauty & Hygiene, 210.00, 210.00,Supplements & Proteins,4.0
1016,Ultimate Men Expert Hydra Power Duo Foam Cleanser Selection,Beauty & Hygiene, 367.54, 499.00,Face & Body,4.1
1017,Signature Bounce Biscuits - Orange Creme Set,Snacks & Branded Foods, 27.00, 30.00,Cream Biscuits & Wafers,4.2
1018,Pro Organic - Parmal Rice Line,"Foodgrains, Oil & Masala", 424.15, 499.00,Organic Masalas & Spices,3.919943820224719
1019,New Generation Chicken Classic Salami Style,"Eggs, Meat & Fish", 140.00, 140.00,Chicken Sausages,3.919943820224719
1020,Expert EDT Spray - Sport Style For Men Model,Beauty & Hygiene, 595.00, 595.00,Men's Deodorants,3.919943820224719
1021,"Signature Shot Body Spray - Absolute Series, Craze Bundle",Beauty & Hygiene, 168.75, 225.00,Women's Deodorants,1.0
1022,New Generation W3 Perfume Spray - For Women Collection,Beauty & Hygiene, 250.90, 420.00,Women's Deodorants,4.2
1023,New Generation Nut Cracker Bundle,Snacks & Branded Foods, 48.00, 48.00,Namkeen & Savoury Snacks,5.0
1024,Fusion Alphabytes Selection,Snacks & Branded Foods, 137.75, 145.00,Frozen Veg Snacks,4.3
1025,Artisan Herbal Aloevera Neem & Basil Facial Massage Gel Collection,Beauty & Hygiene, 215.00, 215.00,Face Care,3.4
1026,Expert Steel Lunch/Tiffin Box Set With Bag - Tiffany Selection,"Kitchen, Garden & Pets", 599.00, 900.00,Steel Lunch Boxes,4.0
